x-axis,1,2,3
second,Volt,Volt,Volt
-14.2540000E-06,-1.5000000000002E+00,-124.9999999998E-03,+4.2475004196167E+00
-14.2535000E-06,-1.6562500000000E+00,+31.2499999999E-03,+4.2475004196167E+00
-14.2530000E-06,-1.5000000000001E+00,-124.9999999999E-03,+4.2475004196167E+00
-14.2525000E-06,-1.6562499999997E+00,+31.2499999997E-03,+4.2475004196167E+00
-14.2520000E-06,-1.6562500000000E+00,-124.9999999995E-03,+4.0912504196172E+00
-14.2515000E-06,-1.5000000000007E+00,+31.2499999993E-03,+4.2475004196160E+00
-14.2510000E-06,-1.5000000000000E+00,-281.2499999982E-03,+4.2475004196167E+00
-14.2505000E-06,-1.6562499999989E+00,+31.2499999979E-03,+4.4037504196156E+00
-14.2500000E-06,-1.5000000000013E+00,+31.2500000000E-03,+4.2475004196180E+00
-14.2495000E-06,-1.3437500000014E+00,-124.9999999986E-03,+4.4037504196153E+00
-14.2490000E-06,-1.4999999999984E+00,-281.2499999984E-03,+4.2475004196183E+00
-14.2485000E-06,-1.3437500000018E+00,-125.0000000018E-03,+4.4037504196149E+00
-14.2480000E-06,-1.4999999999980E+00,-125.0000000000E-03,+4.5600004196147E+00
-14.2475000E-06,-1.5000000000000E+00,-125.0000000000E-03,+4.4037504196189E+00
-14.2470000E-06,-1.6562499999976E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.2465000E-06,-1.5000000000026E+00,-125.0000000000E-03,+4.5600004196141E+00
-14.2460000E-06,-1.5000000000000E+00,+31.2499999972E-03,+4.5600004196167E+00
-14.2455000E-06,-1.6562499999971E+00,+31.2500000000E-03,+4.4037504196196E+00
-14.2450000E-06,-1.6562500000000E+00,-124.9999999969E-03,+4.4037504196167E+00
-14.2445000E-06,-1.8124999999967E+00,+187.4999999934E-03,+4.4037504196167E+00
-14.2440000E-06,-1.6562500000035E+00,+31.2500000035E-03,+4.2475004196202E+00
-14.2435000E-06,-1.6562500000000E+00,+31.2500000000E-03,+4.4037504196130E+00
-14.2430000E-06,-1.8124999999961E+00,-124.9999999961E-03,+4.4037504196167E+00
-14.2425000E-06,-1.8125000000000E+00,+31.2499999959E-03,+4.4037504196167E+00
-14.2420000E-06,-1.5000000000085E+00,+31.2500000000E-03,+4.4037504196167E+00
-14.2415000E-06,-1.6562499999956E+00,+31.2500000000E-03,+4.4037504196167E+00
-14.2410000E-06,-1.8124999999954E+00,-124.9999999954E-03,+4.4037504196167E+00
-14.2405000E-06,-1.5000000000096E+00,-125.0000000000E-03,+4.2475004196215E+00
-14.2400000E-06,-1.6562499999950E+00,+31.2499999950E-03,+4.4037504196117E+00
-14.2395000E-06,-1.5000000000052E+00,-124.9999999948E-03,+4.4037504196167E+00
-14.2390000E-06,-1.5000000000000E+00,-125.0000000000E-03,+4.2475004196221E+00
-14.2385000E-06,-1.5000000000000E+00,-125.0000000000E-03,+4.4037504196112E+00
-14.2380000E-06,-1.5000000000000E+00,+31.2499999943E-03,+4.4037504196167E+00
-14.2375000E-06,-1.5000000000000E+00,+31.2500000000E-03,+4.2475004196226E+00
-14.2370000E-06,-1.5000000000000E+00,-281.2499999878E-03,+4.2475004196167E+00
-14.2365000E-06,-1.5000000000000E+00,+31.2499999874E-03,+4.4037504196104E+00
-14.2360000E-06,-1.5000000000000E+00,-124.9999999935E-03,+4.2475004196232E+00
-14.2355000E-06,-1.5000000000000E+00,+31.2499999933E-03,+4.4037504196100E+00
-14.2350000E-06,-1.6562499999931E+00,+31.2500000000E-03,+4.5600004196098E+00
-14.2345000E-06,-1.6562500000000E+00,-124.9999999930E-03,+4.4037504196237E+00
-14.2340000E-06,-1.5000000000072E+00,+31.2499999928E-03,+4.5600004196095E+00
-14.2335000E-06,-1.5000000000000E+00,+31.2500000000E-03,+4.4037504196241E+00
-14.2330000E-06,-1.6562499999924E+00,+31.2500000000E-03,+4.4037504196167E+00
-14.2325000E-06,-1.8124999999922E+00,-124.9999999922E-03,+4.4037504196167E+00
-14.2320000E-06,-1.6562500000080E+00,+31.2499999920E-03,+4.5600004196087E+00
-14.2315000E-06,-1.6562500000000E+00,-124.9999999918E-03,+4.4037504196249E+00
-14.2310000E-06,-1.8124999999916E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.2305000E-06,-1.6562500000085E+00,-125.0000000000E-03,+4.5600004196082E+00
-14.2300000E-06,-1.6562500000000E+00,-125.0000000000E-03,+4.7162504196080E+00
-14.2295000E-06,-1.6562500000000E+00,-125.0000000000E-03,+4.5600004196256E+00
-14.2290000E-06,-1.5000000000091E+00,-281.2499999909E-03,+4.4037504196258E+00
-14.2285000E-06,-1.6562499999907E+00,+31.2499999814E-03,+4.4037504196167E+00
-14.2280000E-06,-1.3437500000190E+00,-124.9999999905E-03,+4.2475004196262E+00
-14.2275000E-06,-1.3437500000000E+00,+31.2499999903E-03,+4.4037504196070E+00
-14.2270000E-06,-1.4999999999902E+00,-124.9999999902E-03,+4.2475004196266E+00
-14.2265000E-06,-1.5000000000000E+00,+31.2499999900E-03,+4.4037504196067E+00
-14.2260000E-06,-1.3437500000102E+00,+31.2500000000E-03,+4.4037504196167E+00
-14.2255000E-06,-1.3437500000000E+00,-124.9999999896E-03,+4.2475004196271E+00
-14.2250000E-06,-1.4999999999894E+00,+31.2499999894E-03,+4.2475004196167E+00
-14.2245000E-06,-1.3437500000108E+00,-124.9999999892E-03,+4.4037504196059E+00
-14.2240000E-06,-1.6562499999781E+00,+31.2499999890E-03,+4.4037504196167E+00
-14.2235000E-06,-1.6562500000000E+00,-124.9999999888E-03,+4.2475004196279E+00
-14.2230000E-06,-1.6562500000000E+00,+31.2499999887E-03,+4.4037504196054E+00
-14.2225000E-06,-1.6562500000000E+00,-124.9999999885E-03,+4.4037504196167E+00
-14.2220000E-06,-1.6562500000000E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.2215000E-06,-1.6562500000000E+00,+31.2499999881E-03,+4.4037504196167E+00
-14.2210000E-06,-1.5000000000121E+00,-124.9999999879E-03,+4.4037504196167E+00
-14.2205000E-06,-1.8124999999755E+00,+31.2499999877E-03,+4.2475004196290E+00
-14.2200000E-06,-1.6562500000125E+00,-124.9999999875E-03,+4.2475004196167E+00
-14.2195000E-06,-1.6562500000000E+00,+31.2499999874E-03,+4.2475004196167E+00
-14.2190000E-06,-1.6562500000000E+00,-124.9999999872E-03,+4.4037504196039E+00
-14.2185000E-06,-1.6562500000000E+00,-125.0000000000E-03,+4.2475004196297E+00
-14.2180000E-06,-1.3437500000264E+00,-125.0000000000E-03,+4.2475004196167E+00
-14.2175000E-06,-1.4999999999866E+00,+31.2499999866E-03,+4.2475004196167E+00
-14.2170000E-06,-1.6562499999864E+00,-124.9999999864E-03,+4.2475004196167E+00
-14.2165000E-06,-1.5000000000138E+00,-125.0000000000E-03,+4.4037504196029E+00
-14.2160000E-06,-1.5000000000000E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.2155000E-06,-1.5000000000000E+00,-125.0000000000E-03,+4.2475004196309E+00
-14.2150000E-06,-1.6562499999857E+00,-125.0000000000E-03,+4.2475004196167E+00
-14.2145000E-06,-1.6562500000000E+00,+31.2499999855E-03,+4.5600004195877E+00
-14.2140000E-06,-1.5000000000147E+00,+31.2500000000E-03,+4.4037504196314E+00
-14.2135000E-06,-1.6562499999851E+00,+187.4999999851E-03,+4.4037504196167E+00
-14.2130000E-06,-1.6562500000000E+00,-281.2499999548E-03,+4.4037504196167E+00
-14.2125000E-06,-1.8124999999847E+00,-125.0000000153E-03,+4.5600004196014E+00
-14.2120000E-06,-1.6562500000155E+00,-125.0000000000E-03,+4.4037504196322E+00
-14.2115000E-06,-1.6562500000000E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.2110000E-06,-1.8124999999842E+00,-125.0000000000E-03,+4.5600004196009E+00
-14.2105000E-06,-1.8125000000000E+00,-281.2499999840E-03,+4.4037504196327E+00
-14.2100000E-06,-1.6562500000162E+00,-125.0000000162E-03,+4.4037504196167E+00
-14.2095000E-06,-1.8124999999836E+00,-281.2499999836E-03,+4.4037504196167E+00
-14.2090000E-06,-1.8125000000000E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.2085000E-06,-1.8125000000000E+00,-125.0000000168E-03,+4.4037504196167E+00
-14.2080000E-06,-1.6562500000170E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.2075000E-06,-1.6562500000000E+00,+31.2499999829E-03,+4.4037504196167E+00
-14.2070000E-06,-1.8124999999827E+00,-124.9999999827E-03,+4.2475004196340E+00
-14.2065000E-06,-1.6562500000175E+00,+31.2499999825E-03,+4.4037504195992E+00
-14.2060000E-06,-1.6562500000000E+00,+31.2500000000E-03,+4.2475004196344E+00
-14.2055000E-06,-1.6562500000000E+00,+187.4999999821E-03,+4.2475004196167E+00
-14.2050000E-06,-1.6562500000000E+00,-124.9999999639E-03,+4.0912504196348E+00
-14.2045000E-06,-1.6562500000000E+00,+31.2499999817E-03,+4.2475004195985E+00
-14.2040000E-06,-1.5000000000185E+00,-124.9999999816E-03,+4.2475004196167E+00
-14.2035000E-06,-1.5000000000000E+00,-125.0000000000E-03,+4.4037504195981E+00
-14.2030000E-06,-1.6562499999812E+00,-125.0000000000E-03,+4.2475004196355E+00
-14.2025000E-06,-1.8124999999810E+00,-125.0000000000E-03,+4.2475004196167E+00
-14.2020000E-06,-1.5000000000384E+00,-125.0000000000E-03,+4.4037504195975E+00
-14.2015000E-06,-1.6562499999806E+00,-281.2499999806E-03,+4.4037504196167E+00
-14.2010000E-06,-1.8124999999804E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.2005000E-06,-1.6562500000198E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.2000000E-06,-1.8124999999801E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.1995000E-06,-1.5000000000403E+00,-281.2500000000E-03,+4.2475004196368E+00
-14.1990000E-06,-1.8124999999594E+00,-281.2500000000E-03,+4.2475004196167E+00
-14.1985000E-06,-1.8125000000000E+00,-125.0000000205E-03,+4.4037504195962E+00
-14.1980000E-06,-1.6562500000207E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.1975000E-06,-1.6562500000000E+00,+31.2499999791E-03,+4.4037504196167E+00
-14.1970000E-06,-1.5000000000211E+00,-281.2499999579E-03,+4.4037504196167E+00
-14.1965000E-06,-1.8124999999575E+00,+31.2499999575E-03,+4.4037504196167E+00
-14.1960000E-06,-1.5000000000429E+00,-124.9999999786E-03,+4.2475004196381E+00
-14.1955000E-06,-1.3437500000216E+00,+31.2499999784E-03,+4.4037504195951E+00
-14.1950000E-06,-1.6562499999564E+00,-124.9999999782E-03,+4.2475004196385E+00
-14.1945000E-06,-1.5000000000220E+00,-125.0000000000E-03,+4.2475004196167E+00
-14.1940000E-06,-1.3437500000222E+00,-125.0000000000E-03,+4.4037504195945E+00
-14.1935000E-06,-1.3437500000000E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.1930000E-06,-1.4999999999775E+00,-125.0000000000E-03,+4.2475004196393E+00
-14.1925000E-06,-1.5000000000000E+00,-281.2499999773E-03,+4.4037504195940E+00
-14.1920000E-06,-1.5000000000000E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.1915000E-06,-1.6562499999769E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.1910000E-06,-1.6562500000000E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.1905000E-06,-1.5000000000235E+00,-281.2500000000E-03,+4.4037504196167E+00
-14.1900000E-06,-1.6562499999763E+00,-125.0000000237E-03,+4.4037504196167E+00
-14.1895000E-06,-1.6562500000000E+00,-125.0000000000E-03,+4.5600004195928E+00
-14.1890000E-06,-1.8124999999760E+00,-281.2499999759E-03,+4.4037504196408E+00
-14.1885000E-06,-1.8125000000000E+00,-125.0000000242E-03,+4.4037504196167E+00
-14.1880000E-06,-1.8125000000000E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.1875000E-06,-1.6562500000246E+00,-125.0000000000E-03,+4.4037504196167E+00
-14.1870000E-06,-1.8124999999752E+00,-125.0000000000E-03,+4.2475004196415E+00
-14.1865000E-06,-1.8125000000000E+00,+31.2499999750E-03,+4.4037504195917E+00
-14.1860000E-06,-1.5000000000503E+00,+31.2500000000E-03,+4.2475004196419E+00
-14.1855000E-06,-1.6562499999746E+00,+31.2500000000E-03,+4.2475004196167E+00
-14.1850000E-06,-1.8124999999745E+00,+31.2500000000E-03,+4.2475004196167E+00
